age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35.0, Private,268084.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, ?, <=50K
17.0, Private,189698.0, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,33.0, United-States, <=50K
46.0, Local-gov,195650.0, Assoc-voc,11.0, Divorced, Protective-serv, Other-relative, Black, Male,0.0,0.0,40.0, Thailand, <=50K
37.0, Local-gov,428803.0, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, Black, Male,0.0,0.0,59.0, United-States, <=50K
26.0, Private,300451.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, Haiti, <=50K
37.0, Local-gov,171572.0, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,164310.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,49.0, United-States, <=50K
34.0, Self-emp-not-inc,159381.0, HS-grad,9.0, Widowed, Other-service, Own-child, White, Male,0.0,0.0,40.0, Thailand, <=50K
32.0, Private,139900.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48.0, United-States, >50K
37.0, Private,159514.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Wife, Black, Male,0.0,0.0,40.0, Peru, <=50K
32.0, ?,215255.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, Mexico, <=50K
49.0, Federal-gov,435602.0, HS-grad,12.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K
68.0, Private,164088.0, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,356000.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Self-emp-not-inc,242047.0, 10th,7.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Self-emp-not-inc,38008.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
57.0, Private,116447.0, 5th-6th,3.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
28.0, Private,208628.0, Bachelors,13.0, Divorced, Exec-managerial, Husband, Other, Male,0.0,0.0,47.0, Mexico, >50K
68.0, Self-emp-inc,309376.0, HS-grad,9.0, Widowed, Farming-fishing, Not-in-family, Black, Male,0.0,0.0,40.0, Mexico, <=50K
26.0, ?,156836.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, State-gov,359338.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
36.0, Private,263737.0, Some-college,10.0, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0.0,1787.0,33.0, United-States, <=50K
50.0, ?,143784.0, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, ?,154802.0, 7th-8th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,10.0, Mexico, <=50K
31.0, Private,232891.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
38.0, Private,174172.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Private,304703.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Female,0.0,0.0,40.0, United-States, >50K
27.0, Private,341752.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7462.0,0.0,40.0, Ecuador, <=50K
66.0, Self-emp-inc,181288.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
46.0, Private,191530.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Federal-gov,333792.0, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0.0,0.0,40.0, United-States, >50K
47.0, Private,228624.0, 11th,9.0, Separated, Adm-clerical, Unmarried, Black, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,346276.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
65.0, ?,130150.0, Bachelors,13.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,12.0, Canada, <=50K
64.0, Private,247784.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,310035.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,45.0, United-States, <=50K
25.0, Private,194312.0, 9th,4.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,35.0, Dominican-Republic, <=50K
50.0, Self-emp-not-inc,82999.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
26.0, Private,183718.0, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,87.0, United-States, <=50K
36.0, Self-emp-not-inc,321429.0, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,77.0, United-States, <=50K
36.0, Federal-gov,43726.0, Prof-school,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,33.0, Canada, >50K
40.0, Private,179879.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,6335.0,0.0,40.0, United-States, <=50K
29.0, Federal-gov,222436.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0.0,0.0,40.0, South, <=50K
34.0, Private,304098.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
37.0, Local-gov,173100.0, HS-grad,9.0, Widowed, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Self-emp-inc,89331.0, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Male,0.0,0.0,13.0, United-States, <=50K
30.0, Private,192092.0, HS-grad,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,49.0, ?, <=50K
37.0, ?,97044.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, ?, <=50K
39.0, Private,184189.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,38.0, United-States, <=50K
25.0, Private,200393.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,34.0, United-States, <=50K
37.0, Private,191679.0, 9th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
64.0, Private,259367.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,6780.0,0.0,40.0, Canada, >50K
36.0, Private,382431.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7447.0,0.0,47.0, United-States, >50K
28.0, Local-gov,43552.0, Assoc-voc,11.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,397811.0, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,24.0, ?, <=50K
38.0, Self-emp-inc,212461.0, 5th-6th,15.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,51.0, France, <=50K
26.0, Private,170190.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
56.0, Private,154182.0, 12th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, State-gov,300884.0, Bachelors,13.0, Never-married, Craft-repair, Other-relative, Other, Male,0.0,0.0,40.0, ?, <=50K
20.0, Private,381735.0, Bachelors,13.0, Never-married, ?, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Private,203432.0, Masters,11.0, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0.0,0.0,33.0, United-States, <=50K
66.0, Private,894303.0, Preschool,1.0, Separated, Other-service, Unmarried, Black, Male,0.0,0.0,40.0, Mexico, <=50K
78.0, Self-emp-inc,161896.0, 10th,4.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,22.0, United-States, <=50K
22.0, Local-gov,209014.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,388982.0, 5th-6th,3.0, Never-married, Machine-op-inspct, Other-relative, White, Male,0.0,0.0,40.0, Mexico, <=50K
34.0, Private,198670.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,35.0, United-States, <=50K
30.0, Without-pay,98030.0, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,91023.0, Some-college,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,48.0, United-States, <=50K
19.0, Private,442230.0, 1st-4th,12.0, Separated, Priv-house-serv, Other-relative, Black, Female,0.0,0.0,18.0, United-States, <=50K
34.0, State-gov,242938.0, HS-grad,9.0, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,34.0, United-States, <=50K
64.0, State-gov,166703.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,47.0, United-States, <=50K
33.0, Private,141387.0, Bachelors,13.0, Divorced, Other-service, Unmarried, White, Male,0.0,0.0,40.0, Trinadad&Tobago, <=50K
43.0, Private,131090.0, Bachelors,13.0, Divorced, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,18.0, United-States, <=50K
47.0, Private,366871.0, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,40.0, ?, <=50K
31.0, Local-gov,194285.0, Doctorate,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
58.0, Private,140679.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Male,5988.0,0.0,40.0, Jamaica, <=50K
51.0, Private,385801.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,283733.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,168308.0, HS-grad,12.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,316334.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0.0,0.0,40.0, Dominican-Republic, <=50K
60.0, State-gov,144418.0, Bachelors,13.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,13.0, Greece, <=50K
52.0, Private,461753.0, Bachelors,13.0, Married-AF-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,188060.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, Columbia, >50K
43.0, Private,178448.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, Greece, <=50K
62.0, Private,190990.0, 10th,6.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
37.0, Without-pay,162645.0, Some-college,7.0, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0.0,0.0,10.0, United-States, <=50K
36.0, Self-emp-inc,48443.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,52.0, China, >50K
34.0, Private,181485.0, HS-grad,9.0, Married-AF-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,33.0, United-States, >50K
29.0, Private,93662.0, Masters,14.0, Never-married, Exec-managerial, Own-child, White, Female,0.0,0.0,31.0, United-States, <=50K
60.0, Self-emp-not-inc,168327.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5560.0,0.0,60.0, United-States, <=50K
29.0, Private,289585.0, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Japan, <=50K
24.0, Private,171405.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,71236.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
38.0, Private,162516.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,341365.0, Assoc-voc,7.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,121044.0, Masters,14.0, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,48.0, Cuba, <=50K
46.0, Private,127871.0, HS-grad,7.0, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
69.0, Private,374876.0, 12th,7.0, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,48.0, United-States, <=50K
57.0, ?,110850.0, Some-college,10.0, Widowed, ?, Not-in-family, White, Female,0.0,0.0,9.0, ?, <=50K
19.0, Private,30008.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,17.0, United-States, <=50K
24.0, Private,29009.0, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,49.0, United-States, <=50K
63.0, Self-emp-inc,178309.0, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Private,448687.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,40.0, Mexico, <=50K
60.0, Private,153516.0, HS-grad,9.0, Widowed, Other-service, Unmarried, Black, Female,0.0,0.0,50.0, United-States, <=50K
37.0, Local-gov,151648.0, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,191880.0, 11th,7.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,23.0, United-States, <=50K
38.0, Private,163019.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Self-emp-not-inc,86464.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,73.0, United-States, <=50K
59.0, ?,151039.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0.0,0.0,33.0, United-States, <=50K
62.0, Private,185512.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,6898.0,0.0,35.0, United-States, <=50K
18.0, Private,182523.0, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,49.0, United-States, <=50K
61.0, Private,144900.0, Some-college,10.0, Separated, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
44.0, Private,217624.0, Some-college,10.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,25.0, Puerto-Rico, <=50K
27.0, Private,391202.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, <=50K
38.0, Private,233153.0, 10th,7.0, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,35.0, Jamaica, <=50K
17.0, Private,507569.0, 10th,6.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
65.0, Private,122332.0, Preschool,7.0, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,203814.0, 11th,7.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,24.0, United-States, <=50K
45.0, Private,228823.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,205516.0, 10th,7.0, Never-married, Other-service, Not-in-family, Other, Female,0.0,0.0,33.0, Mexico, <=50K
48.0, Private,246686.0, Some-college,10.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
21.0, Private,155566.0, 9th,5.0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Hungary, <=50K
50.0, Federal-gov,415253.0, Assoc-acdm,12.0, Never-married, Sales, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K
27.0, State-gov,29791.0, 10th,7.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,48.0, United-States, <=50K
38.0, Private,175214.0, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States, >50K
44.0, Local-gov,325595.0, 5th-6th,3.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
19.0, Private,230296.0, 5th-6th,13.0, Never-married, Other-service, Unmarried, Black, Female,0.0,0.0,23.0, United-States, <=50K
46.0, Private,176085.0, HS-grad,9.0, Separated, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, ?, <=50K
57.0, Self-emp-inc,212145.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,51.0, ?, <=50K
48.0, Private,218888.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,245551.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam, >50K
17.0, Never-worked,317451.0, 10th,7.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, ?,97951.0, 5th-6th,4.0, Married-spouse-absent, ?, Not-in-family, Black, Female,0.0,0.0,22.0, ?, <=50K
40.0, Private,215018.0, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,48.0, United-States, <=50K
40.0, Local-gov,190479.0, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, Private,256316.0, Assoc-voc,11.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
54.0, Self-emp-not-inc,239493.0, HS-grad,9.0, Divorced, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
55.0, Private,155103.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K
55.0, Private,101280.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
36.0, Private,205137.0, Bachelors,13.0, Never-married, Sales, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
25.0, Private,170927.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, Other, Female,0.0,0.0,40.0, England, <=50K
44.0, Private,188153.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,95461.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
59.0, Self-emp-not-inc,462771.0, 7th-8th,4.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Mexico, <=50K
28.0, Private,211053.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, ?,180510.0, HS-grad,16.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,35.0, United-States, >50K
62.0, Private,335240.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
47.0, Private,210099.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States, <=50K
59.0, ?,215110.0, 5th-6th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,15.0, Germany, <=50K
54.0, Private,133478.0, 10th,7.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,24.0, Puerto-Rico, <=50K
47.0, Private,204399.0, Assoc-acdm,12.0, Married-spouse-absent, Adm-clerical, Unmarried, Other, Male,0.0,0.0,40.0, ?, <=50K
18.0, ?,204218.0, HS-grad,9.0, Never-married, ?, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,237104.0, Bachelors,13.0, Never-married, Machine-op-inspct, Unmarried, White, Male,6899.0,0.0,40.0, Poland, <=50K
25.0, ?,156642.0, 12th,7.0, Married-spouse-absent, ?, Other-relative, White, Male,0.0,0.0,16.0, United-States, <=50K
22.0, Private,210986.0, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
26.0, Private,194544.0, HS-grad,9.0, Never-married, ?, Other-relative, White, Male,0.0,0.0,34.0, United-States, <=50K
30.0, ?,186444.0, HS-grad,9.0, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Male,0.0,0.0,36.0, Mexico, <=50K
61.0, ?,272279.0, Bachelors,13.0, Married-spouse-absent, ?, Husband, White, Male,0.0,0.0,10.0, ?, <=50K
35.0, Private,119150.0, HS-grad,9.0, Married-civ-spouse, Other-service, Wife, Black, Female,0.0,0.0,34.0, United-States, <=50K
30.0, Federal-gov,511055.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
20.0, ?,176288.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,11.0, United-States, <=50K
44.0, Private,233793.0, Assoc-voc,11.0, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0.0,0.0,40.0, Hungary, <=50K
34.0, Private,173876.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
39.0, Self-emp-not-inc,51030.0, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
39.0, Private,108082.0, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, South, >50K
55.0, State-gov,102335.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,49.0, United-States, <=50K
44.0, Self-emp-inc,75455.0, Assoc-voc,11.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,189595.0, 10th,5.0, Divorced, Priv-house-serv, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
41.0, Private,63714.0, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, >50K
35.0, Local-gov,200105.0, 5th-6th,4.0, Divorced, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,186658.0, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
63.0, Self-emp-not-inc,331851.0, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,6903.0,0.0,53.0, United-States, >50K
51.0, ?,166277.0, 5th-6th,4.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,14.0, Italy, <=50K
49.0, Private,284776.0, Assoc-voc,11.0, Separated, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,102825.0, HS-grad,9.0, Separated, Sales, Unmarried, Black, Male,0.0,0.0,33.0, ?, <=50K
29.0, State-gov,313958.0, Assoc-voc,4.0, Never-married, Tech-support, Own-child, Black, Male,0.0,0.0,35.0, Haiti, <=50K
46.0, Private,147819.0, Assoc-acdm,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
23.0, Private,149748.0, 12th,9.0, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,25.0, United-States, <=50K
58.0, Private,59904.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States, >50K
26.0, State-gov,188063.0, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,136927.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,49.0, United-States, >50K
30.0, Private,195724.0, Bachelors,13.0, Separated, Sales, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,184908.0, 7th-8th,4.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0.0,0.0,47.0, Laos, <=50K
36.0, Private,445303.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Self-emp-not-inc,208205.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,93.0, ?, <=50K
38.0, Local-gov,368485.0, Bachelors,13.0, Married-AF-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,175737.0, Bachelors,13.0, Divorced, Other-service, Unmarried, White, Female,0.0,1783.0,31.0, India, <=50K
62.0, Private,184378.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, Black, Female,0.0,0.0,47.0, United-States, <=50K
48.0, State-gov,281798.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Self-emp-not-inc,111487.0, Bachelors,13.0, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Self-emp-inc,162901.0, 7th-8th,4.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,159379.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K
25.0, ?,199176.0, Some-college,10.0, Separated, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
40.0, State-gov,177667.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,32.0, United-States, <=50K
63.0, State-gov,166654.0, Bachelors,13.0, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,333020.0, 11th,7.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
29.0, Private,172915.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, >50K
22.0, Private,185807.0, HS-grad,9.0, Widowed, Farming-fishing, Other-relative, White, Female,0.0,0.0,37.0, United-States, <=50K
39.0, Private,176529.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Cuba, <=50K
37.0, Private,324005.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
